 AGITADOR	LAVADORA		10 ESTRIAS	340MMX70MM		88587
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	12X2		103896
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	3/8X1		103897
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	3/8X1 1/2		81870
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	12X1		103892
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	12X1		81871
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	12X1 1/2		103893
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	12X1 1/2		81872
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	12X2		81869
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	12X3/4		103891
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	12X3/4		81874
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	14X1		81875
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	14X1 1/2		81876
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	14X2		81877
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	14X1 1/2		81878
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	14X3		81873
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	14X3/4		103895
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	14X3/4		81883
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	3/8X1		81879
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	5/16X1		81880
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	5/16X1 1/2		81881
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	5/16X2		81882
TORNILLO	AUTORROSCANTE	LAMINA	CABEZA HEXAGONAL	5/16X2 1/2		103689
TORNILLO	ALLEN	CILINDRICO		6 1X55		103692
TORNILLO	ALLEN	CILINDRICO		8 1.25X35		115463
TORNILLO	ALLEN	CILINDRICO		5X10		115464
TORNILLO	ALLEN	CILINDRICO		5X16		115465
TORNILLO	ALLEN	CILINDRICO		5X20		115466
TORNILLO	ALLEN	CILINDRICO		5X25		115467
TORNILLO	ALLEN	CILINDRICO		5X30		115468
TORNILLO	ALLEN	CILINDRICO		5X40		115469
TORNILLO	ALLEN	CILINDRICO		5X50		103688
TORNILLO	ALLEN	CILINDRICO		6 1X45		103690
TORNILLO	ALLEN	CILINDRICO		8 1.25X12		103691
TORNILLO	ALLEN	CILINDRICO		8 1.25X16		103693
TORNILLO	ALLEN	CILINDRICO		8.25X45		103686
TORNILLO	ALLEN	CILINDRICO		8X45		103687
TORNILLO	ALLEN	CILINDRICO		8X55		103694
TORNILLO	ALLEN	CILINDRICO		8 1.25X55		74789
TORNILLO	ARADO	GRADO 8		5/8 11X2		74791
TORNILLO	ARADO	GRADO 8		5/8 11X2 1/2		74790
TORNILLO	ARADO	GRADO 8		5/8 11X2 1/4		74737
TORNILLO	CARRUAJE			1/2X1		74739
TORNILLO	CARRUAJE			1/2X1 1/2		74738
TORNILLO	CARRUAJE			1/2X1 1/4		74740
TORNILLO	CARRUAJE			1/2X1 3/4		74741
TORNILLO	CARRUAJE			1/2X2		74743
TORNILLO	CARRUAJE			1/2X2 1/2		74742
TORNILLO	CARRUAJE			1/2X2 1/4		74744
TORNILLO	CARRUAJE			1/2X3		74745
TORNILLO	CARRUAJE			1/2X3 1/2		74746
TORNILLO	CARRUAJE			1/2X4		118367
TORNILLO	CARRUAJE			1/2X4		74747
TORNILLO	CARRUAJE			1/2X4 1/2		74748
TORNILLO	CARRUAJE			1/2X5		74749
TORNILLO	CARRUAJE			1/2X5 1/2		74750
TORNILLO	CARRUAJE			1/2X6		74751
TORNILLO	CARRUAJE			1/2X6 1/2		74752
TORNILLO	CARRUAJE			1/2X7		74680
TORNILLO	CARRUAJE			1/4X5/8		74682
TORNILLO	CARRUAJE			1/4X1		74684
TORNILLO	CARRUAJE			1/4X1 1/2		74683
TORNILLO	CARRUAJE			1/4X1 1/4		74685
TORNILLO	CARRUAJE			1/4X1 3/4		74679
TORNILLO	CARRUAJE			1/4X1/2		74686
TORNILLO	CARRUAJE			1/4X2		74687
TORNILLO	CARRUAJE			1/4X2 1/2		74688
TORNILLO	CARRUAJE			1/4X3		74689
TORNILLO	CARRUAJE			1/4X3 1/2		74681
TORNILLO	CARRUAJE			1/4X3/4		74690
TORNILLO	CARRUAJE			1/4X4		74691
TORNILLO	CARRUAJE			1/4X4 1/2		74692
TORNILLO	CARRUAJE			1/4X5		74693
TORNILLO	CARRUAJE			1/4X5 1/2		74694
TORNILLO	CARRUAJE			1/4X6		74715
TORNILLO	CARRUAJE			3/8X3 1/2		74709
TORNILLO	CARRUAJE			3/8X1		74711
TORNILLO	CARRUAJE			3/8X1 1/2		74710
TORNILLO	CARRUAJE			3/8X1 1/4		115458
TORNILLO	CARRUAJE			3/8X2		74712
TORNILLO	CARRUAJE			3/8X2		115459
TORNILLO	CARRUAJE			3/8X2 1/2		74713
TORNILLO	CARRUAJE			3/8X2 1/2		115460
TORNILLO	CARRUAJE			3/8X3		74714
TORNILLO	CARRUAJE			3/8X3		74708
TORNILLO	CARRUAJE			3/8X3/4		74716
TORNILLO	CARRUAJE			3/8X4		74717
TORNILLO	CARRUAJE			3/8X4 1/2		26172
TORNILLO	CARRUAJE			3/8X5		74718
TORNILLO	CARRUAJE			3/8X5		74719
TORNILLO	CARRUAJE			3/8X5 1/2		74720
TORNILLO	CARRUAJE			3/8X6		74721
TORNILLO	CARRUAJE			3/8X6 1/2		74722
TORNILLO	CARRUAJE			3/8X7		74696
TORNILLO	CARRUAJE			5/16X1		74698
TORNILLO	CARRUAJE			5/16X1 1/2		74697
TORNILLO	CARRUAJE			5/16X1 1/4		115455
TORNILLO	CARRUAJE			5/16X2		74699
TORNILLO	CARRUAJE			5/16X2		115456
TORNILLO	CARRUAJE			5/16X2 1/2		74700
TORNILLO	CARRUAJE			5/16X2 1/2		115457
TORNILLO	CARRUAJE			5/16X3		74701
TORNILLO	CARRUAJE			5/16X3		74702
TORNILLO	CARRUAJE			5/16X3 1/2		74695
TORNILLO	CARRUAJE			5/16X3/4		74703
TORNILLO	CARRUAJE			5/16X4		74704
TORNILLO	CARRUAJE			5/16X4 1/2		74705
TORNILLO	CARRUAJE			5/16X5		74706
TORNILLO	CARRUAJE			5/16X5 1/2		74707
TORNILLO	CARRUAJE			5/16X6		74723
TORNILLO	CARRUAJE			7/16X1		74725
TORNILLO	CARRUAJE			7/16X1 1/2		74724
TORNILLO	CARRUAJE			7/16X1 1/4		74726
TORNILLO	CARRUAJE			7/16X1 3/4		74727
TORNILLO	CARRUAJE			7/16X2		74728
TORNILLO	CARRUAJE			7/16X2 1/2		74729
TORNILLO	CARRUAJE			7/16X3		74730
TORNILLO	CARRUAJE			7/16X3 1/2		74731
TORNILLO	CARRUAJE			7/16X4		74732
TORNILLO	CARRUAJE			7/16X4 1/2		74733
TORNILLO	CARRUAJE			7/16X5		74734
TORNILLO	CARRUAJE			7/16X5 1/2		74735
TORNILLO	CARRUAJE			7/16X6		74736
TORNILLO	CARRUAJE			7/16X7		74952
TORNILLO	DRYWALL		FOSFATADO	6X3		74967
TORNILLO	DRYWALL		FOSFATADO	10X1		74969
TORNILLO	DRYWALL		FOSFATADO	1X1 1/2		74968
TORNILLO	DRYWALL		FOSFATADO	1X1 1/4		74970
TORNILLO	DRYWALL		FOSFATADO	10X2		74971
TORNILLO	DRYWALL		FOSFATADO	1X2 1/2		74972
TORNILLO	DRYWALL		FOSFATADO	10X3		115486
TORNILLO	DRYWALL		FOSFATADO	6X1		74946
TORNILLO	DRYWALL		FOSFATADO	6X1		115488
TORNILLO	DRYWALL		FOSFATADO	6X1 1/2		74948
TORNILLO	DRYWALL		FOSFATADO	6X1 1/2		115487
TORNILLO	DRYWALL		FOSFATADO	6X1 1/4		74947
TORNILLO	DRYWALL		FOSFATADO	6X1 1/4		74949
TORNILLO	DRYWALL		FOSFATADO	6X1 3/4		115489
TORNILLO	DRYWALL		FOSFATADO	6X1 5/8		115484
TORNILLO	DRYWALL		FOSFATADO	6X1/2		74943
TORNILLO	DRYWALL		FOSFATADO	6X1/2		115490
TORNILLO	DRYWALL		FOSFATADO	6X2		74950
TORNILLO	DRYWALL		FOSFATADO	6X2		74951
TORNILLO	DRYWALL		FOSFATADO	6X2 1/2		115485
TORNILLO	DRYWALL		FOSFATADO	6X3/4		74945
TORNILLO	DRYWALL		FOSFATADO	6X3/4		74944
TORNILLO	DRYWALL		FOSFATADO	6X5/8		74953
TORNILLO	DRYWALL		FOSFATADO	7X1		74955
TORNILLO	DRYWALL		FOSFATADO	7X1 1/2		74954
TORNILLO	DRYWALL		FOSFATADO	7X1 1/4		74956
TORNILLO	DRYWALL		FOSFATADO	7X2		74957
TORNILLO	DRYWALL		FOSFATADO	7X2 1/2		74958
TORNILLO	DRYWALL		FOSFATADO	7X3		115492
TORNILLO	DRYWALL		FOSFATADO	8X1		74960
TORNILLO	DRYWALL		FOSFATADO	8X1		115494
TORNILLO	DRYWALL		FOSFATADO	8X1 1/2		74962
TORNILLO	DRYWALL		FOSFATADO	8X1 1/2		115493
TORNILLO	DRYWALL		FOSFATADO	8X1 1/4		74961
TORNILLO	DRYWALL		FOSFATADO	8X1 1/4		115495
TORNILLO	DRYWALL		FOSFATADO	8X1 3/4		74963
TORNILLO	DRYWALL		FOSFATADO	8X1 3/4		115496
TORNILLO	DRYWALL		FOSFATADO	8X2		74964
TORNILLO	DRYWALL		FOSFATADO	8X2		74965
TORNILLO	DRYWALL		FOSFATADO	8X2 1/2		74966
TORNILLO	DRYWALL		FOSFATADO	8X3		115491
TORNILLO	DRYWALL		FOSFATADO	8X3/4		74959
TORNILLO	DRYWALL		FOSFATADO	8X3/4		103908
TORNILLO	DRYWALL UNC		FOSFATADO	10X1 1/2		103909
TORNILLO	DRYWALL UNC		FOSFATADO	10X2		103910
TORNILLO	DRYWALL UNC		FOSFATADO	10X2 1/2		103901
TORNILLO	DRYWALL UNC		FOSFATADO	6X2 1/2		103902
TORNILLO	DRYWALL UNC		FOSFATADO	7X1		103903
TORNILLO	DRYWALL UNC		FOSFATADO	7X1 1/2		103904
TORNILLO	DRYWALL UNC		FOSFATADO	7X2		103905
TORNILLO	DRYWALL UNC		FOSFATADO	7X2 1/2		103906
TORNILLO	DRYWALL UNC		FOSFATADO	7X3		74600
TORNILLO	GDO 5 UNC	ROSCA GRUESA	FOSFATADO	1/2X1		74602
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X1 1/2		74601
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X1 1/4		74603
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X1 3/4		74604
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X2		74606
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X2 1/2		74605
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X2 1/4		74607
TORNILLO	GDO 5 UNC	ROSCA GRUESA		0		74608
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X3 1/2		74599
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X3/4		74609
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X4		74610
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X4 1/2		74611
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X5		74612
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X5 1/2		74613
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/2X5 1/2		74361
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1		74538
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1		74363
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1 1/2		74540
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1 1/2		74362
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1 1/4		74539
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1 1/4		74364
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1 3/4		74541
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1 3/4		74358
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1/2		74535
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X1/2		74365
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X2		74542
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X2		74367
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X2 1/2		74544
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X2 1/2		74366
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X2 1/4		74543
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X2 1/4		74368
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X3		74545
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X3		74369
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X3 1/2		74546
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X3 1/2		74360
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X3/4		74537
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X3/4		74370
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X4		74547
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X4		74371
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X4 1/2		74548
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X4 1/2		74372
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X5		74549
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X5		74373
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X5 1/2		74550
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X5 1/2		74359
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X5/8		74536
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X5/8		74551
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1/4X6		103862
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X2		74655
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X2		103863
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X2 1/2		74656
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X2 1/2		103864
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X3		74657
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X3		103868
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X3 1/2		74658
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X3 1/2		103870
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X4		74659
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X4		103871
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X4 1/2		74660
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X4 1/2		103873
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X5		74661
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X5		103875
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X5 1/2		74662
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X5 1/2		103877
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X6		74663
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X6		74664
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X6 1/2		74665
TORNILLO	GDO 5 UNC	ROSCA GRUESA		1X7		74641
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X1 1/2		74642
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X1 3/4		74643
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X2		74645
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X2 1/2		74644
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X2 1/4		74646
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X3		74647
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X3 1/2		74648
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X4		74649
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X4 1/2		74650
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X5		74651
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X5 1/2		74652
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X6		74653
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X6 1/2		74654
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/4X7		74570
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X1		74572
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X1 1/2		74571
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X1 1/4		74573
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X1 3/4		74567
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X1/2		74574
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X2		74576
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X2 1/2		74575
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X2 1/4		74577
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X3		74578
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X3 1/2		74569
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X3/4		74579
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X4		74580
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X4 1/2		74581
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X5		74582
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X5 1/2		74568
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X5/8		74583
TORNILLO	GDO 5 UNC	ROSCA GRUESA		3/8X6		74555
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X1		74556
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X1 1/2		74552
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X1/2		74557
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X2		74559
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X2 1/2		74558
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X2 1/4		74560
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X3		74561
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X3 1/2		74554
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X3/4		74562
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X4		74563
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X4 1/2		74564
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X5		74565
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X5 1/2		74553
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X5/8		74566
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/16X6		74627
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X1		103838
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X1 1/2		74629
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X1 1/2		74628
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X1 1/4		74630
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X1 3/4		74633
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X2 1/2		74632
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X1 1/4		74631
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X2		74634
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X3		74635
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X3 1/2		74636
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X4		74637
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X4 1/2		74638
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X5		74639
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X5 1/2		74640
TORNILLO	GDO 5 UNC	ROSCA GRUESA		5/8X6		74585
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X1		74587
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X1 1/2		74586
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X1 1/4		74588
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X1 3/4		74589
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X2		74591
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X2 1/2		74590
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X2 1/4		74592
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X3		74593
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X3 1/2		74584
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X3/4		74594
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/26X4		74595
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X4 1/2		74596
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X5		74597
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X5 1/2		74598
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/16X6		74666
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X1 1/2		74667
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X1 3/4		103852
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X2		74668
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X2		103853
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X2 1/2		74669
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X2 1/2		103854
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X3		74670
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X3		103855
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X3 1/2		74671
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X3 1/2		103856
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X4		74672
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X4		103857
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X4 1/2		74673
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X4 1/2		103858
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X5		74674
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X5		103859
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X5 1/2		74675
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X5 1/2		103861
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X6		74676
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X6		74677
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X6 1/2		74678
TORNILLO	GDO 5 UNC	ROSCA GRUESA		7/8X7		74614
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X1		74616
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X1 1/2		74615
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X1 1/4		74617
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X1 3/4		74618
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X2		74619
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X2 1/2		74620
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X3		74621
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X3 1/2		74622
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X4		74623
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X4 1/2		74626
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X5 1/2		74624
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X5		74625
TORNILLO	GDO 5 UNC	ROSCA GRUESA		9/16X6		74858
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X1		74860
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X1 1/2		74859
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X1 1/4		74861
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X2		74863
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X2 1/2		74862
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X2 1/4		74864
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X3		74865
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X3 1/2		74857
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X3/4		74866
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X4		74867
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X4 1/2		74868
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2x5		74869
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X5 1/2		74870
TORNILLO	GDO 5 UNF	ROSCA FINA		1/2X6		74796
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X1		74798
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X1 1/2		74797
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X1 1/4		74799
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X1 3/4		74793
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X1/2		74800
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X2		74802
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X2 1/2		74801
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X2 1/4		74803
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X3		74804
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X3 1/2		74795
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X3/4		74805
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X4		74806
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X4 1/2		74807
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X5		74794
TORNILLO	GDO 5 UNF	ROSCA FINA		1/4X5/8		103792
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X1 1/2		74898
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X1 1/2		74899
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X1 3/4		74900
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X2		74902
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X2 1/2		74901
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X2 1/4		74903
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X3		74904
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X3 1/2		74905
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X4		103795
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X4 1/2		74906
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X4 1/2		103797
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X5		74907
TORNILLO	GDO 5 UNF	ROSCA FINA		3/4X5		74908
